Return_ID,Order_ID,Product_ID,Return_Date,Return_Reason,Refund_Amount,Return_Status
RET0018445,ORD0193170,P001492,2025-07-27 14:33:33,Damaged in Transit,94.32,Approved
RET0018446,ORD0193184,P002155,2025-07-28 14:37:35,Damaged in Transit,24.08,Approved
RET0018447,ORD0193201,P002230,2025-07-27 14:44:45,Quality/Freshness Issue,37.24,Approved
RET0018448,ORD0193216,P001681,2025-07-28 14:51:20,Expired Product,189.47,Approved
RET0018449,ORD0193221,P000406,2025-07-28 14:53:21,Damaged in Transit,236.52,Approved
RET0018450,ORD0193247,P002100,2025-07-27 15:23:27,Quality/Freshness Issue,66.56,Approved
RET0018451,ORD0193247,P001701,2025-07-27 15:23:27,Expired Product,43.05,Approved
RET0018452,ORD0193280,P001973,2025-07-27 16:16:18,Quality/Freshness Issue,37.8,Approved
RET0018453,ORD0193282,P000029,2025-07-27 16:17:45,Damaged in Transit,243.16,Approved
RET0018454,ORD0193290,P001722,2025-07-28 16:29:11,Quality/Freshness Issue,52.09,Approved
RET0018455,ORD0193291,P000485,2025-07-27 16:29:38,Wrong Item Delivered,199.77,Approved
RET0018456,ORD0193344,P000918,2025-07-28 17:49:15,Wrong Item Delivered,26.07,Approved
RET0018457,ORD0193351,P001071,2025-07-28 17:54:02,Quality/Freshness Issue,0.0,Pending
RET0018458,ORD0193353,P000578,2025-07-27 17:59:52,Wrong Item Delivered,0.0,Pending
RET0018459,ORD0193378,P000917,2025-07-27 18:06:31,Expired Product,24.76,Approved
RET0018460,ORD0193391,P000280,2025-07-28 18:09:29,Damaged in Transit,267.91,Approved
RET0018461,ORD0193392,P000249,2025-07-28 18:09:37,Wrong Item Delivered,26.01,Approved
RET0018462,ORD0193401,P001425,2025-07-28 18:11:45,Damaged in Transit,39.01,Approved
RET0018463,ORD0193420,P001306,2025-07-28 18:16:07,Quality/Freshness Issue,118.89,Approved
RET0018464,ORD0193428,P001664,2025-07-29 18:19:39,Damaged in Transit,7.47,Approved
RET0018465,ORD0193445,P001002,2025-07-27 18:25:54,Quality/Freshness Issue,267.09,Approved
RET0018466,ORD0193470,P000297,2025-07-27 18:32:52,Quality/Freshness Issue,0.0,Rejected
RET0018467,ORD0193473,P000939,2025-07-27 18:33:32,Expired Product,143.18,Approved
RET0018468,ORD0193475,P000406,2025-07-28 18:33:55,Wrong Item Delivered,357.17,Approved
RET0018469,ORD0193492,P000918,2025-07-27 18:40:33,Damaged in Transit,0.0,Rejected
RET0018470,ORD0193505,P001049,2025-07-27 18:45:06,Damaged in Transit,39.38,Approved
RET0018471,ORD0193533,P001180,2025-07-27 18:55:05,Damaged in Transit,55.25,Approved
RET0018472,ORD0193543,P002212,2025-07-27 19:00:40,Quality/Freshness Issue,269.27,Approved
RET0018473,ORD0193547,P000138,2025-07-27 19:02:01,Wrong Item Delivered,0.0,Rejected
RET0018474,ORD0193550,P000284,2025-07-27 19:02:52,Quality/Freshness Issue,63.31,Approved
RET0018475,ORD0193550,P000931,2025-07-27 19:02:52,Damaged in Transit,19.62,Approved
RET0018476,ORD0193557,P000729,2025-07-27 19:03:50,Expired Product,414.7,Approved
RET0018477,ORD0193610,P002223,2025-07-27 19:22:29,Damaged in Transit,0.0,Pending
RET0018478,ORD0193632,P000730,2025-07-27 19:29:58,Quality/Freshness Issue,89.59,Approved
RET0018479,ORD0193637,P000091,2025-07-28 19:31:30,Wrong Item Delivered,65.3,Approved
RET0018480,ORD0193648,P000885,2025-07-27 19:34:04,Quality/Freshness Issue,0.0,Rejected
RET0018481,ORD0193678,P000450,2025-07-27 19:44:59,Wrong Item Delivered,241.7,Approved
RET0018482,ORD0193704,P001252,2025-07-28 19:53:00,Wrong Item Delivered,13.83,Approved
RET0018483,ORD0193719,P000345,2025-07-27 19:56:09,Wrong Item Delivered,540.88,Approved
RET0018484,ORD0193722,P001195,2025-07-29 19:57:58,Expired Product,36.67,Approved
RET0018485,ORD0193737,P001571,2025-07-28 20:00:51,Quality/Freshness Issue,47.26,Approved
RET0018486,ORD0193748,P002246,2025-07-27 20:03:30,Wrong Item Delivered,140.78,Approved
RET0018487,ORD0193766,P000710,2025-07-27 20:06:37,Quality/Freshness Issue,91.22,Approved
RET0018488,ORD0193773,P001292,2025-07-27 20:08:25,Damaged in Transit,425.33,Approved
RET0018489,ORD0193778,P001859,2025-07-27 20:09:24,Not as Expected,173.76,Approved
RET0018490,ORD0193781,P000274,2025-07-27 20:10:17,Expired Product,153.5,Approved
RET0018491,ORD0193794,P000824,2025-07-27 20:12:36,Expired Product,458.47,Approved
RET0018492,ORD0193830,P000526,2025-07-27 20:22:07,Expired Product,170.55,Approved
RET0018493,ORD0193831,P000449,2025-07-27 20:22:10,Wrong Item Delivered,34.59,Approved
RET0018494,ORD0193846,P001612,2025-07-28 20:26:48,Damaged in Transit,181.38,Approved
RET0018495,ORD0193857,P000719,2025-07-27 20:29:13,Quality/Freshness Issue,255.53,Approved
RET0018496,ORD0193864,P001513,2025-07-27 20:30:47,Expired Product,11.65,Approved
RET0018497,ORD0193878,P000074,2025-07-28 20:33:36,Damaged in Transit,259.86,Approved
RET0018498,ORD0193879,P001454,2025-07-27 20:33:51,Damaged in Transit,337.11,Approved
RET0018499,ORD0193881,P001955,2025-07-27 20:34:17,Damaged in Transit,0.0,Pending
RET0018500,ORD0193904,P001399,2025-07-30 20:41:15,Damaged in Transit,22.5,Approved
RET0018501,ORD0193935,P000876,2025-07-28 20:48:27,Damaged in Transit,111.48,Approved
RET0018502,ORD0193942,P001448,2025-07-27 20:50:34,Damaged in Transit,272.12,Approved
RET0018503,ORD0193963,P000518,2025-07-27 20:55:55,Damaged in Transit,0.0,Pending
RET0018504,ORD0193965,P001395,2025-07-27 20:56:19,Expired Product,130.65,Approved
RET0018505,ORD0193968,P001617,2025-07-27 20:56:56,Damaged in Transit,153.97,Approved
RET0018506,ORD0193971,P000061,2025-07-27 20:58:15,Quality/Freshness Issue,171.15,Approved
RET0018507,ORD0193992,P000742,2025-07-27 21:04:45,Wrong Item Delivered,92.54,Approved
RET0018508,ORD0194004,P001280,2025-07-28 21:08:49,Damaged in Transit,50.83,Approved
RET0018509,ORD0194047,P000415,2025-07-27 21:21:44,Not as Expected,34.66,Approved
RET0018510,ORD0194048,P000735,2025-07-27 21:21:45,Quality/Freshness Issue,65.19,Approved
RET0018511,ORD0194065,P000366,2025-07-29 21:29:15,Damaged in Transit,19.5,Approved
RET0018512,ORD0194097,P000743,2025-07-28 21:37:43,Quality/Freshness Issue,31.38,Approved
RET0018513,ORD0194101,P001452,2025-07-27 21:38:27,Damaged in Transit,65.33,Approved
RET0018514,ORD0194108,P001561,2025-07-27 21:39:50,Expired Product,0.0,Rejected
RET0018515,ORD0194112,P000004,2025-07-27 21:40:24,Quality/Freshness Issue,280.76,Approved
RET0018516,ORD0194117,P000398,2025-07-27 21:41:43,Wrong Item Delivered,79.67,Approved
RET0018517,ORD0194120,P000637,2025-07-27 21:42:50,Damaged in Transit,188.88,Approved
RET0018518,ORD0194128,P002249,2025-07-27 21:45:11,Damaged in Transit,390.67,Approved
RET0018519,ORD0194137,P001987,2025-07-29 21:49:30,Damaged in Transit,174.53,Approved
RET0018520,ORD0194139,P001662,2025-07-29 21:50:07,Quality/Freshness Issue,31.78,Approved
RET0018521,ORD0194143,P001884,2025-07-27 21:50:45,Damaged in Transit,0.0,Rejected
RET0018522,ORD0194146,P001153,2025-07-29 21:51:11,Wrong Item Delivered,63.33,Approved
RET0018523,ORD0194154,P001865,2025-07-27 21:54:18,Wrong Item Delivered,0.0,Rejected
RET0018524,ORD0194156,P000040,2025-07-27 21:54:40,Not as Expected,277.67,Approved
RET0018525,ORD0194173,P001299,2025-07-30 21:59:16,Damaged in Transit,295.69,Approved
RET0018526,ORD0194180,P001461,2025-07-27 22:02:23,Damaged in Transit,125.96,Approved
RET0018527,ORD0194189,P000666,2025-07-27 22:13:27,Wrong Item Delivered,251.89,Approved
RET0018528,ORD0194230,P001293,2025-07-30 22:52:17,Quality/Freshness Issue,28.11,Approved
RET0018529,ORD0194244,P000484,2025-07-27 23:05:35,Wrong Item Delivered,158.67,Approved
RET0018530,ORD0194251,P000313,2025-07-28 23:11:07,Expired Product,43.75,Approved
RET0018531,ORD0194272,P001903,2025-07-27 23:44:00,Wrong Item Delivered,0.0,Rejected
RET0018532,ORD0194289,P001516,2025-07-28 06:20:28,Damaged in Transit,23.87,Approved
RET0018533,ORD0194311,P001429,2025-07-28 07:22:18,Wrong Item Delivered,0.0,Pending
RET0018534,ORD0194318,P000138,2025-07-28 07:29:24,Damaged in Transit,143.15,Approved
RET0018535,ORD0194321,P000667,2025-07-28 07:31:11,Quality/Freshness Issue,233.81,Approved
RET0018536,ORD0194325,P001307,2025-07-28 07:35:50,Damaged in Transit,74.77,Approved
RET0018537,ORD0194331,P000331,2025-07-28 07:42:12,Expired Product,383.23,Approved
RET0018538,ORD0194338,P001881,2025-07-28 07:48:12,Quality/Freshness Issue,81.68,Approved
RET0018539,ORD0194366,P001703,2025-07-31 08:27:30,Damaged in Transit,29.79,Approved
RET0018540,ORD0194367,P001524,2025-07-29 08:27:39,Damaged in Transit,218.85,Approved
RET0018541,ORD0194375,P002158,2025-07-30 08:41:30,Wrong Item Delivered,140.81,Approved
RET0018542,ORD0194387,P001870,2025-07-29 09:00:16,Damaged in Transit,30.24,Approved
RET0018543,ORD0194396,P002055,2025-07-28 09:07:17,Damaged in Transit,24.56,Approved
RET0018544,ORD0194400,P000364,2025-07-28 09:12:47,Quality/Freshness Issue,7.42,Approved
RET0018545,ORD0194423,P001978,2025-07-28 09:50:39,Damaged in Transit,33.06,Approved
RET0018546,ORD0194431,P000814,2025-07-29 09:57:53,Damaged in Transit,15.14,Approved
RET0018547,ORD0194433,P001177,2025-07-28 10:00:51,Damaged in Transit,171.12,Approved
RET0018548,ORD0194435,P000148,2025-07-28 10:02:44,Expired Product,96.38,Approved
RET0018549,ORD0194442,P000012,2025-07-30 10:08:16,Expired Product,0.0,Rejected
RET0018550,ORD0194449,P000074,2025-07-28 10:14:03,Damaged in Transit,0.0,Rejected
RET0018551,ORD0194481,P001183,2025-07-28 10:45:14,Damaged in Transit,283.68,Approved
RET0018552,ORD0194483,P000433,2025-07-28 10:50:25,Damaged in Transit,30.5,Approved
RET0018553,ORD0194486,P001383,2025-07-28 10:54:23,Quality/Freshness Issue,55.06,Approved
RET0018554,ORD0194515,P000349,2025-07-29 11:16:59,Expired Product,47.75,Approved
RET0018555,ORD0194516,P000936,2025-07-29 11:17:47,Quality/Freshness Issue,104.2,Approved
RET0018556,ORD0194542,P001920,2025-07-28 11:53:22,Quality/Freshness Issue,0.0,Rejected
RET0018557,ORD0194555,P001896,2025-07-29 12:02:21,Quality/Freshness Issue,253.76,Approved
RET0018558,ORD0194557,P000817,2025-07-29 12:03:52,Expired Product,147.42,Approved
RET0018559,ORD0194566,P001312,2025-07-29 12:08:14,Expired Product,0.0,Pending
RET0018560,ORD0194568,P001640,2025-07-29 12:10:21,Expired Product,40.41,Approved
RET0018561,ORD0194590,P002064,2025-07-28 12:22:44,Damaged in Transit,196.85,Approved
RET0018562,ORD0194591,P002152,2025-07-30 12:22:49,Not as Expected,132.63,Approved
RET0018563,ORD0194599,P000521,2025-07-28 12:31:25,Expired Product,43.8,Approved
RET0018564,ORD0194605,P000359,2025-07-29 12:36:47,Wrong Item Delivered,179.53,Approved
RET0018565,ORD0194608,P001914,2025-07-28 12:38:26,Expired Product,328.92,Approved
RET0018566,ORD0194627,P000268,2025-07-28 12:50:37,Quality/Freshness Issue,29.1,Approved
RET0018567,ORD0194635,P001909,2025-07-28 12:53:38,Wrong Item Delivered,96.33,Approved
RET0018568,ORD0194642,P000357,2025-07-30 12:55:50,Expired Product,60.96,Approved
RET0018569,ORD0194654,P001339,2025-07-28 13:02:01,Expired Product,22.33,Approved
RET0018570,ORD0194672,P000648,2025-07-29 13:08:50,Quality/Freshness Issue,366.1,Approved
RET0018571,ORD0194674,P000534,2025-07-28 13:09:28,Wrong Item Delivered,45.28,Approved
RET0018572,ORD0194676,P002053,2025-07-30 13:09:59,Expired Product,0.0,Rejected
RET0018573,ORD0194696,P002287,2025-07-29 13:19:30,Quality/Freshness Issue,27.25,Approved
RET0018574,ORD0194699,P000404,2025-07-29 13:19:38,Wrong Item Delivered,164.78,Approved
RET0018575,ORD0194716,P000903,2025-07-28 13:30:00,Wrong Item Delivered,51.99,Approved
RET0018576,ORD0194721,P002213,2025-07-28 13:31:49,Wrong Item Delivered,11.04,Approved
RET0018577,ORD0194780,P001980,2025-07-29 13:47:23,Damaged in Transit,195.62,Approved
RET0018578,ORD0194780,P001775,2025-07-28 13:47:23,Damaged in Transit,41.83,Approved
RET0018579,ORD0194781,P001381,2025-07-28 13:48:04,Quality/Freshness Issue,108.18,Approved
RET0018580,ORD0194798,P000030,2025-07-28 13:55:02,Expired Product,176.17,Approved
RET0018581,ORD0194799,P001309,2025-07-28 13:55:37,Damaged in Transit,308.54,Approved
RET0018582,ORD0194812,P000406,2025-07-28 13:59:58,Quality/Freshness Issue,256.82,Approved
RET0018583,ORD0194837,P001405,2025-07-28 14:10:55,Damaged in Transit,84.18,Approved
RET0018584,ORD0194838,P001416,2025-07-28 14:11:19,Expired Product,82.65,Approved
RET0018585,ORD0194845,P001992,2025-07-28 14:14:03,Quality/Freshness Issue,23.23,Approved
RET0018586,ORD0194847,P001937,2025-07-28 14:15:03,Expired Product,43.37,Approved
RET0018587,ORD0194858,P002264,2025-07-28 14:19:23,Damaged in Transit,143.74,Approved
RET0018588,ORD0194873,P001494,2025-07-28 14:28:02,Damaged in Transit,60.51,Approved
RET0018589,ORD0194873,P002095,2025-07-29 14:28:02,Damaged in Transit,19.07,Approved
RET0018590,ORD0194894,P000664,2025-07-29 14:35:49,Expired Product,24.92,Approved
RET0018591,ORD0194895,P001122,2025-07-29 14:37:48,Wrong Item Delivered,113.37,Approved
RET0018592,ORD0194926,P002136,2025-07-28 14:50:38,Expired Product,97.74,Approved
RET0018593,ORD0194926,P001352,2025-07-28 14:50:38,Wrong Item Delivered,73.42,Approved
RET0018594,ORD0194928,P000515,2025-07-28 14:52:33,Damaged in Transit,78.75,Approved
RET0018595,ORD0194929,P000263,2025-07-28 14:52:50,Damaged in Transit,0.0,Rejected
RET0018596,ORD0194933,P001505,2025-07-28 14:54:50,Wrong Item Delivered,262.3,Approved
RET0018597,ORD0194940,P002309,2025-07-29 14:58:09,Quality/Freshness Issue,146.1,Approved
RET0018598,ORD0194948,P000942,2025-07-28 15:06:34,Not as Expected,56.86,Approved
RET0018599,ORD0194949,P001991,2025-07-29 15:07:47,Wrong Item Delivered,188.68,Approved
RET0018600,ORD0194955,P001128,2025-07-28 15:17:37,Quality/Freshness Issue,138.93,Approved
RET0018601,ORD0194960,P001623,2025-07-28 15:25:04,Damaged in Transit,337.41,Approved
RET0018602,ORD0194973,P001257,2025-07-28 15:55:39,Damaged in Transit,188.89,Approved
RET0018603,ORD0194989,P001700,2025-07-28 16:32:20,Expired Product,175.82,Approved
RET0018604,ORD0195001,P001037,2025-07-28 16:57:48,Wrong Item Delivered,46.9,Approved
RET0018605,ORD0195012,P000594,2025-07-29 17:09:17,Quality/Freshness Issue,58.93,Approved
RET0018606,ORD0195016,P001668,2025-07-28 17:11:47,Wrong Item Delivered,63.07,Approved
RET0018607,ORD0195020,P000997,2025-07-28 17:12:50,Damaged in Transit,349.74,Approved
RET0018608,ORD0195042,P001522,2025-07-28 17:36:11,Damaged in Transit,406.86,Approved
RET0018609,ORD0195043,P000629,2025-07-28 17:37:18,Quality/Freshness Issue,629.57,Approved
RET0018610,ORD0195069,P000418,2025-07-28 18:02:31,Damaged in Transit,291.94,Approved
RET0018611,ORD0195097,P001279,2025-07-29 18:14:24,Damaged in Transit,31.04,Approved
RET0018612,ORD0195102,P002052,2025-07-28 18:16:13,Damaged in Transit,269.6,Approved
RET0018613,ORD0195110,P000033,2025-07-28 18:19:09,Wrong Item Delivered,386.06,Approved
RET0018614,ORD0195117,P000323,2025-07-28 18:20:30,Wrong Item Delivered,0.0,Pending
RET0018615,ORD0195137,P000005,2025-07-28 18:28:43,Expired Product,291.04,Approved
RET0018616,ORD0195138,P000404,2025-07-28 18:28:54,Damaged in Transit,53.03,Approved
RET0018617,ORD0195148,P001190,2025-07-28 18:31:01,Expired Product,92.71,Approved
RET0018618,ORD0195152,P001732,2025-07-30 18:34:37,Damaged in Transit,204.93,Approved
RET0018619,ORD0195172,P001861,2025-07-28 18:45:47,Damaged in Transit,158.26,Approved
RET0018620,ORD0195177,P000794,2025-07-29 18:46:53,Damaged in Transit,208.4,Approved
RET0018621,ORD0195190,P001395,2025-07-28 18:51:55,Expired Product,163.74,Approved
RET0018622,ORD0195192,P001746,2025-07-28 18:54:14,Wrong Item Delivered,164.76,Approved
RET0018623,ORD0195202,P000413,2025-07-30 19:01:39,Wrong Item Delivered,0.0,Pending
RET0018624,ORD0195203,P000493,2025-07-29 19:01:51,Damaged in Transit,17.87,Approved
RET0018625,ORD0195213,P000924,2025-07-28 19:06:35,Expired Product,17.05,Approved
RET0018626,ORD0195219,P002185,2025-07-28 19:07:55,Wrong Item Delivered,0.0,Rejected
RET0018627,ORD0195220,P000199,2025-07-28 19:08:10,Quality/Freshness Issue,21.07,Approved
RET0018628,ORD0195222,P001832,2025-07-28 19:08:34,Wrong Item Delivered,44.01,Approved
RET0018629,ORD0195222,P001951,2025-07-28 19:08:34,Wrong Item Delivered,176.44,Approved
RET0018630,ORD0195229,P002185,2025-07-29 19:09:45,Quality/Freshness Issue,23.88,Approved
RET0018631,ORD0195229,P002048,2025-07-28 19:09:45,Wrong Item Delivered,354.04,Approved
RET0018632,ORD0195234,P001017,2025-07-28 19:12:20,Quality/Freshness Issue,101.47,Approved
RET0018633,ORD0195237,P001790,2025-07-28 19:13:00,Expired Product,26.65,Approved
RET0018634,ORD0195241,P000254,2025-07-30 19:13:47,Damaged in Transit,72.38,Approved
RET0018635,ORD0195255,P001167,2025-07-29 19:19:11,Expired Product,16.91,Approved
RET0018636,ORD0195275,P000077,2025-07-28 19:25:59,Quality/Freshness Issue,211.37,Approved
RET0018637,ORD0195279,P002095,2025-07-29 19:27:17,Damaged in Transit,16.98,Approved
RET0018638,ORD0195282,P001648,2025-07-28 19:27:55,Quality/Freshness Issue,44.35,Approved
RET0018639,ORD0195317,P000205,2025-07-28 19:38:43,Not as Expected,25.11,Approved
RET0018640,ORD0195347,P000220,2025-07-28 19:51:54,Damaged in Transit,0.0,Rejected
RET0018641,ORD0195348,P001508,2025-07-28 19:52:09,Expired Product,21.78,Approved
RET0018642,ORD0195352,P001567,2025-07-29 19:53:10,Quality/Freshness Issue,130.29,Approved
RET0018643,ORD0195354,P001130,2025-07-28 19:53:58,Damaged in Transit,149.62,Approved
RET0018644,ORD0195354,P001295,2025-07-28 19:53:58,Wrong Item Delivered,16.62,Approved
RET0018645,ORD0195372,P001330,2025-07-28 20:00:39,Damaged in Transit,168.48,Approved
RET0018646,ORD0195377,P001843,2025-07-28 20:01:21,Quality/Freshness Issue,234.5,Approved
RET0018647,ORD0195390,P000766,2025-07-29 20:07:18,Damaged in Transit,22.83,Approved
RET0018648,ORD0195399,P000229,2025-07-28 20:10:23,Damaged in Transit,101.62,Approved
RET0018649,ORD0195439,P000083,2025-07-28 20:24:16,Damaged in Transit,189.63,Approved
RET0018650,ORD0195446,P001236,2025-07-29 20:25:28,Quality/Freshness Issue,65.41,Approved
RET0018651,ORD0195452,P000338,2025-07-30 20:27:23,Expired Product,120.44,Approved
RET0018652,ORD0195465,P000268,2025-07-29 20:31:34,Expired Product,40.05,Approved
RET0018653,ORD0195476,P000667,2025-07-29 20:35:22,Quality/Freshness Issue,97.11,Approved
RET0018654,ORD0195495,P000192,2025-07-28 20:40:04,Expired Product,238.14,Approved
RET0018655,ORD0195506,P000397,2025-07-28 20:44:03,Damaged in Transit,19.53,Approved
RET0018656,ORD0195512,P001997,2025-07-28 20:46:19,Expired Product,66.07,Approved
RET0018657,ORD0195520,P000068,2025-07-28 20:49:39,Wrong Item Delivered,0.0,Rejected
RET0018658,ORD0195533,P001285,2025-07-28 20:54:17,Damaged in Transit,140.28,Approved
RET0018659,ORD0195541,P001055,2025-07-28 20:56:36,Damaged in Transit,114.32,Approved
RET0018660,ORD0195542,P000395,2025-07-28 20:56:47,Quality/Freshness Issue,219.79,Approved
RET0018661,ORD0195548,P001563,2025-07-29 20:58:39,Damaged in Transit,26.48,Approved
RET0018662,ORD0195553,P000087,2025-07-30 20:59:14,Expired Product,183.75,Approved
RET0018663,ORD0195560,P000815,2025-07-30 21:00:35,Damaged in Transit,278.35,Approved
RET0018664,ORD0195568,P001571,2025-07-29 21:05:27,Damaged in Transit,41.06,Approved
RET0018665,ORD0195579,P001424,2025-07-30 21:08:07,Quality/Freshness Issue,320.38,Approved
RET0018666,ORD0195584,P000849,2025-07-30 21:11:04,Damaged in Transit,29.77,Approved
RET0018667,ORD0195585,P001734,2025-07-29 21:11:34,Damaged in Transit,229.94,Approved
RET0018668,ORD0195585,P001014,2025-07-29 21:11:34,Quality/Freshness Issue,65.15,Approved
RET0018669,ORD0195586,P001887,2025-07-30 21:11:47,Damaged in Transit,124.25,Approved
RET0018670,ORD0195592,P000080,2025-07-28 21:13:27,Damaged in Transit,219.87,Approved
RET0018671,ORD0195595,P001060,2025-07-30 21:14:52,Quality/Freshness Issue,38.76,Approved
RET0018672,ORD0195611,P001976,2025-07-30 21:20:10,Wrong Item Delivered,340.35,Approved
RET0018673,ORD0195615,P000190,2025-07-28 21:21:57,Quality/Freshness Issue,277.15,Approved
RET0018674,ORD0195626,P000150,2025-07-29 21:28:43,Wrong Item Delivered,80.22,Approved
RET0018675,ORD0195653,P000668,2025-07-29 21:41:25,Wrong Item Delivered,45.35,Approved
RET0018676,ORD0195669,P001421,2025-07-29 21:50:28,Wrong Item Delivered,17.01,Approved
RET0018677,ORD0195669,P001799,2025-07-30 21:50:28,Wrong Item Delivered,0.0,Pending
RET0018678,ORD0195679,P002089,2025-07-29 21:54:37,Damaged in Transit,119.76,Approved
RET0018679,ORD0195684,P001398,2025-07-28 21:55:49,Expired Product,192.69,Approved
RET0018680,ORD0195704,P001841,2025-07-28 22:06:45,Wrong Item Delivered,20.51,Approved
RET0018681,ORD0195707,P000615,2025-07-28 22:12:14,Quality/Freshness Issue,0.0,Rejected
RET0018682,ORD0195750,P001143,2025-07-28 23:08:13,Quality/Freshness Issue,20.34,Approved
RET0018683,ORD0195753,P000668,2025-07-28 23:09:19,Damaged in Transit,38.3,Approved
RET0018684,ORD0195760,P001785,2025-07-29 23:22:34,Quality/Freshness Issue,52.96,Approved
RET0018685,ORD0195783,P000017,2025-07-28 23:50:11,Wrong Item Delivered,254.52,Approved
RET0018686,ORD0195790,P000044,2025-07-29 23:55:48,Wrong Item Delivered,19.71,Approved
RET0018687,ORD0195794,P001930,2025-07-31 06:00:30,Wrong Item Delivered,21.52,Approved
RET0018688,ORD0195795,P000924,2025-07-30 06:02:05,Quality/Freshness Issue,21.86,Approved
RET0018689,ORD0195834,P001859,2025-07-30 07:31:03,Damaged in Transit,0.0,Rejected
RET0018690,ORD0195843,P001543,2025-07-31 07:39:13,Wrong Item Delivered,144.71,Approved
RET0018691,ORD0195843,P001145,2025-08-01 07:39:13,Expired Product,53.72,Approved
RET0018692,ORD0195846,P000970,2025-07-29 07:41:26,Wrong Item Delivered,86.41,Approved
RET0018693,ORD0195861,P002270,2025-07-29 08:12:36,Wrong Item Delivered,35.61,Approved
RET0018694,ORD0195864,P000900,2025-07-29 08:20:05,Not as Expected,34.62,Approved
RET0018695,ORD0195866,P000534,2025-07-29 08:26:16,Wrong Item Delivered,50.81,Approved
RET0018696,ORD0195879,P002040,2025-07-29 08:39:14,Damaged in Transit,58.93,Approved
RET0018697,ORD0195880,P001570,2025-07-30 08:39:19,Damaged in Transit,0.0,Pending
RET0018698,ORD0195887,P000534,2025-07-30 08:49:56,Expired Product,47.21,Approved
RET0018699,ORD0195889,P001722,2025-07-29 08:51:47,Expired Product,68.46,Approved
RET0018700,ORD0195913,P001870,2025-07-30 09:20:22,Wrong Item Delivered,10.81,Approved
RET0018701,ORD0195914,P001986,2025-07-30 09:23:25,Damaged in Transit,164.99,Approved
RET0018702,ORD0195938,P002008,2025-07-29 09:39:27,Quality/Freshness Issue,69.73,Approved
RET0018703,ORD0195940,P001213,2025-07-29 09:41:54,Damaged in Transit,207.94,Approved
RET0018704,ORD0195946,P002110,2025-08-01 09:47:16,Damaged in Transit,17.65,Approved
RET0018705,ORD0195961,P001245,2025-07-30 09:59:01,Not as Expected,59.04,Approved
RET0018706,ORD0195961,P001036,2025-07-29 09:59:01,Damaged in Transit,309.66,Approved
RET0018707,ORD0195962,P000260,2025-07-30 09:59:27,Damaged in Transit,51.65,Approved
RET0018708,ORD0195969,P001042,2025-07-30 10:12:48,Expired Product,52.14,Approved
RET0018709,ORD0195985,P001817,2025-07-31 10:26:15,Expired Product,44.45,Approved
RET0018710,ORD0196000,P001492,2025-07-29 10:37:47,Wrong Item Delivered,198.34,Approved
RET0018711,ORD0196001,P001629,2025-07-30 10:45:08,Not as Expected,217.15,Approved
RET0018712,ORD0196043,P000541,2025-07-29 11:37:35,Not as Expected,0.0,Rejected
RET0018713,ORD0196053,P001511,2025-08-01 11:47:24,Expired Product,181.53,Approved
RET0018714,ORD0196074,P000426,2025-07-29 12:04:15,Damaged in Transit,71.88,Approved
RET0018715,ORD0196085,P001371,2025-07-29 12:13:14,Wrong Item Delivered,0.0,Rejected
RET0018716,ORD0196089,P000045,2025-07-31 12:15:36,Expired Product,191.86,Approved
RET0018717,ORD0196127,P000575,2025-07-30 12:41:24,Expired Product,195.27,Approved
RET0018718,ORD0196145,P001630,2025-07-29 12:49:16,Quality/Freshness Issue,58.47,Approved
RET0018719,ORD0196162,P001161,2025-08-01 12:59:00,Wrong Item Delivered,91.69,Approved
RET0018720,ORD0196170,P000231,2025-07-29 13:01:45,Expired Product,100.0,Approved
RET0018721,ORD0196175,P001962,2025-07-30 13:03:59,Not as Expected,0.0,Pending
RET0018722,ORD0196192,P001347,2025-07-29 13:11:36,Wrong Item Delivered,79.6,Approved
RET0018723,ORD0196199,P000481,2025-07-29 13:12:34,Wrong Item Delivered,86.25,Approved
RET0018724,ORD0196201,P000836,2025-07-30 13:12:35,Quality/Freshness Issue,199.48,Approved
RET0018725,ORD0196203,P001712,2025-07-30 13:13:00,Wrong Item Delivered,23.72,Approved
RET0018726,ORD0196204,P002048,2025-07-29 13:13:16,Quality/Freshness Issue,166.1,Approved
RET0018727,ORD0196214,P001469,2025-07-29 13:16:13,Expired Product,16.7,Approved
RET0018728,ORD0196221,P000730,2025-07-29 13:19:06,Wrong Item Delivered,44.69,Approved
RET0018729,ORD0196245,P001004,2025-07-30 13:24:51,Expired Product,360.47,Approved
RET0018730,ORD0196248,P001247,2025-08-01 13:25:53,Quality/Freshness Issue,18.4,Approved
RET0018731,ORD0196262,P002219,2025-07-29 13:29:10,Wrong Item Delivered,0.0,Rejected
RET0018732,ORD0196263,P002152,2025-07-29 13:30:11,Damaged in Transit,305.38,Approved
RET0018733,ORD0196276,P001000,2025-07-29 13:34:29,Quality/Freshness Issue,310.74,Approved
RET0018734,ORD0196282,P001311,2025-07-30 13:36:00,Wrong Item Delivered,166.53,Approved
RET0018735,ORD0196319,P001497,2025-07-29 13:46:21,Damaged in Transit,135.66,Approved
RET0018736,ORD0196324,P000899,2025-07-29 13:47:38,Quality/Freshness Issue,69.77,Approved
RET0018737,ORD0196326,P000198,2025-07-30 13:49:00,Damaged in Transit,18.41,Approved
