Product_ID,SKU,Product_Name,Brand,Brand_Tier,Category,Sub_Category,Item,Type,Variant,Flavour,Unit,Size,MRP,Selling_Price,Cost_Price,Discount_Percentage,Shelf_Life_Days,Storage_Type,GST_Percentage,Is_Perishable,Product_Status,Average_Rating,Launch_Status
P001027,VIM-DET-FRO-10-4,Vim Detergent Pods Front Load Fresh Spring 1.0 L,Vim,Popular,Household Essentials,Cleaning Essentials,Detergent,Pods,Front Load,Fresh Spring,L,1.0,295,288.15,210.58,2.3,730,Ambient,18,False,Low Stock,4.2,Regular
P001028,GAR-FAC-ANT-500-3,Garnier Face Serum Liquid Serum Anti-Acne Niacinamide 50.0 ml,Garnier,Budget,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Anti-Acne,Niacinamide,ml,50.0,859,595.26,364.57,30.7,730,Ambient,18,False,Available,4.0,Regular
P001029,NES-COF-DEC-1000-4,Nescafé Coffee Powder Filter Decaf Hazelnut 100.0 g,Nescafé,Popular,Beverages,Coffee,Coffee Powder,Filter,Decaf,Hazelnut,g,100.0,205,181.19,122.16,11.6,365,Ambient,18,False,Available,4.4,Regular
P001030,MIN-FAC-BRI-500-5,Minimalist Face Serum Liquid Serum Brightening Niacinamide 50.0 ml,Minimalist,Premium,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Brightening,Niacinamide,ml,50.0,669,664.85,366.8,0.6,730,Ambient,18,False,Available,4.6,Regular
P001031,NIV-FAC-ANT-300-2,Nivea Face Serum Gel Anti-Acne Salicylic Acid 30.0 ml,Nivea,Popular,Beauty & Personal Care,Skin Care,Face Serum,Gel,Anti-Acne,Salicylic Acid,ml,30.0,669,635.18,409.91,5.1,730,Ambient,18,False,Low Stock,4.4,Regular
P001032,KUR-CHI-FRI-300-3,Kurkure Chips Extruded Snacks Fried Classic Salted 30.0 g,Kurkure,Popular,Snacks,Munchies,Chips,Extruded Snacks,Fried,Classic Salted,g,30.0,12,9.94,6.62,17.1,180,Ambient,12,False,Available,4.4,Regular
P001033,UNB-BAS-CAN-10,Unbranded Basic Wear Caps Canvas 1.0 pc,Unbranded,Budget,Fashion & Lifestyle,Apparel & Accessories,Basic Wear,Caps,Canvas,Not Applicable,pc,1.0,549,435.27,306.77,20.7,3650,Ambient,12,False,Available,4.1,Regular
P001034,FOR-CHA-GLU-150,Fortune Chakki Atta Maida Gluten Free 15.0 kg,Fortune,Popular,Staples & Grocery,Atta,Chakki Atta,Maida,Gluten Free,Not Applicable,kg,15.0,919,842.72,661.18,8.3,90,Ambient,0,False,Available,4.5,Regular
P001035,FOR-CHA-SHA-300-1,Fortune Chakki Atta Maida Sharbati 30.0 kg,Fortune,Popular,Staples & Grocery,Atta,Chakki Atta,Maida,Sharbati,Not Applicable,kg,30.0,1625,1154.19,914.93,29.0,90,Ambient,0,False,Available,4.4,Regular
P001036,BEV-COF-DEC-1000-4,Bevzilla Coffee Powder Filter Decaf Vanilla 100.0 g,Bevzilla,Premium,Beverages,Coffee,Coffee Powder,Filter,Decaf,Vanilla,g,100.0,189,177.19,117.6,6.2,365,Ambient,18,False,Available,4.6,Regular
P001037,UNB-TOM-ORG-1000,Unbranded Tomato Local Organic 1000 g,Unbranded,Budget,Fruits & Vegetables,Fresh Vegetables,Tomato,Local,Organic,Not Applicable,g,1000.0,29,26.02,22.08,10.3,4,Ambient,0,True,Available,4.2,Regular
P001038,BIN-CHI-FRI-1500-2,Bingo Corn Chips Fried Cream & Onion 150.0 g,Bingo,Budget,Snacks,Munchies,Chips,Corn Chips,Fried,Cream & Onion,g,150.0,99,93.74,61.51,5.3,180,Ambient,12,False,Available,3.8,Regular
P001039,ENG-BRE-SAN-4000,English Oven Bread Loaf Brown Sandwich 400.0 g,English Oven,Popular,"Dairy, Bread & Eggs",Bread,Bread Loaf,Brown,Sandwich,Not Applicable,g,400.0,59,57.04,39.44,3.3,5,Ambient,0,False,Available,4.2,Regular
P001040,THE-FAC-BRI-300-4,The Derma Co Face Serum Gel Brightening Hyaluronic Acid 30.0 ml,The Derma Co,Premium,Beauty & Personal Care,Skin Care,Face Serum,Gel,Brightening,Hyaluronic Acid,ml,30.0,605,580.33,368.78,4.1,730,Ambient,18,False,Available,4.8,Regular
P001041,FAR-APP-WAX-60,Farm Fresh Apple Kashmiri Wax Free 6.0 pc,Farm Fresh,Popular,Fruits & Vegetables,Fresh Fruits,Apple,Kashmiri,Wax Free,Not Applicable,pc,6.0,265,239.37,194.01,9.7,5,Refrigerated,0,True,Available,4.4,Regular
P001042,COU-MIL-SKI-10,Country Delight A2 Milk Skimmed Plain 1.0 L,Country Delight,Premium,"Dairy, Bread & Eggs",Milk,Milk,A2 Milk,Skimmed,Plain,L,1.0,59,55.74,41.89,5.5,2,Refrigerated,0,True,Available,4.5,Regular
P001043,HAL-CHI-ROA-900-4,Haldiram's Corn Chips Roasted Classic Salted 90.0 g,Haldiram's,Popular,Snacks,Munchies,Chips,Corn Chips,Roasted,Classic Salted,g,90.0,39,35.05,26.92,10.1,180,Ambient,12,False,Available,4.3,Seasonal
P001044,AMU-FRI-VEG-4000-1,Amul Fries & Bites French Fries Veg Classic 400.0 g,Amul,Popular,Frozen Foods,Frozen Snacks,Fries & Bites,French Fries,Veg,Classic,g,400.0,185,161.35,113.98,12.8,180,Frozen,18,True,Available,4.2,Regular
P001045,UNB-ONI-REG-10-2,Unbranded Onion Sambhar Regular 1.0 kg,Unbranded,Budget,Fruits & Vegetables,Fresh Vegetables,Onion,Sambhar,Regular,Not Applicable,kg,1.0,55,40.61,31.4,26.2,4,Ambient,0,True,Available,4.0,Regular
P001046,PRI-CHI-BAK-900-6,Pringles Chips Extruded Snacks Baked Cream & Onion 90.0 g,Pringles,Premium,Snacks,Munchies,Chips,Extruded Snacks,Baked,Cream & Onion,g,90.0,49,40.61,27.67,17.1,180,Ambient,12,False,Available,4.9,Regular
P001047,KUR-CHI-BAK-1500-3,Kurkure Potato Chips Baked Cheese 150.0 g,Kurkure,Popular,Snacks,Munchies,Chips,Potato Chips,Baked,Cheese,g,150.0,89,83.43,65.56,6.3,180,Ambient,12,False,Available,4.3,Regular
P001048,NES-COF-DEC-1000-5,Nescafé Coffee Powder Instant Decaf Hazelnut 100.0 g,Nescafé,Popular,Beverages,Coffee,Coffee Powder,Instant,Decaf,Hazelnut,g,100.0,275,203.97,134.89,25.8,365,Ambient,18,False,Available,4.5,Regular
P001049,BIN-CHI-FRI-1500-3,Bingo Chips Nachos Fried Tomato 150.0 g,Bingo,Budget,Snacks,Munchies,Chips,Nachos,Fried,Tomato,g,150.0,59,55.53,38.08,5.9,180,Ambient,12,False,Available,4.1,Regular
P001050,DOT-FAC-ANT-300-2,Dot & Key Face Serum Liquid Serum Anti-Acne Hyaluronic Acid 30.0 ml,Dot & Key,Premium,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Anti-Acne,Hyaluronic Acid,ml,30.0,789,657.52,451.39,16.7,730,Ambient,18,False,Available,4.5,Regular
P001051,REL-CHI-WIT-5000-1,Relish Chicken Curry Cut With Skin 500.0 g,Relish,Popular,Meat & Fish,Chicken,Chicken,Curry Cut,With Skin,Not Applicable,g,500.0,305,260.81,188.66,14.5,3,Refrigerated,5,True,Available,4.5,Regular
P001052,MAM-FAC-BRI-500-3,Mamaearth Face Serum Liquid Serum Brightening Niacinamide 50.0 ml,Mamaearth,Popular,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Brightening,Niacinamide,ml,50.0,799,730.9,509.69,8.5,730,Ambient,18,False,Available,4.2,Regular
P001053,UNB-CHI-SKI-10,Unbranded Chicken Drumsticks Skinless 1.0 kg,Unbranded,Budget,Meat & Fish,Chicken,Chicken,Drumsticks,Skinless,Not Applicable,kg,1.0,485,378.97,289.74,21.9,3,Refrigerated,5,True,Available,4.0,Regular
P001054,FAR-APP-REG-70,Farm Fresh Apple Royal Gala Regular 7.0 pc,Farm Fresh,Popular,Fruits & Vegetables,Fresh Fruits,Apple,Royal Gala,Regular,Not Applicable,pc,7.0,319,301.78,252.36,5.4,5,Refrigerated,0,True,Available,4.4,Regular
P001055,BRU-COF-CLA-500-3,Bru Coffee Powder Filter Classic Hazelnut 50.0 g,Bru,Popular,Beverages,Coffee,Coffee Powder,Filter,Classic,Hazelnut,g,50.0,95,88.47,62.26,6.9,365,Ambient,18,False,Available,4.3,Regular
P001056,BAK-BRE-SAN-2000-2,Baker's Loaf Bread Loaf Multigrain Sandwich 200.0 g,Baker's Loaf,Popular,"Dairy, Bread & Eggs",Bread,Bread Loaf,Multigrain,Sandwich,Not Applicable,g,200.0,29,26.12,19.16,9.9,5,Ambient,0,False,Low Stock,4.6,Regular
P001057,ITC-FRI-CHI-4000-3,ITC Master Chef Fries & Bites Aloo Tikki Chicken Classic 400.0 g,ITC Master Chef,Popular,Frozen Foods,Frozen Snacks,Fries & Bites,Aloo Tikki,Chicken,Classic,g,400.0,129,112.0,76.38,13.2,180,Frozen,18,True,Available,4.2,Regular
P001058,MCC-FRI-CHI-4000-3,McCain Fries & Bites Nuggets Chicken Spicy 400.0 g,McCain,Premium,Frozen Foods,Frozen Snacks,Fries & Bites,Nuggets,Chicken,Spicy,g,400.0,199,184.92,125.39,7.1,180,Frozen,18,True,Available,4.8,Regular
P001059,MIN-FAC-BRI-300-5,Minimalist Face Serum Liquid Serum Brightening Niacinamide 30.0 ml,Minimalist,Premium,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Brightening,Niacinamide,ml,30.0,489,471.08,297.47,3.7,730,Ambient,18,False,Available,4.6,Regular
P001060,UNB-ONI-REG-12,Unbranded Onion White Regular 1.2 kg,Unbranded,Budget,Fruits & Vegetables,Fresh Vegetables,Onion,White,Regular,Not Applicable,kg,1.2,39,25.83,19.4,33.8,4,Ambient,0,True,Available,4.2,Regular
P001061,BEV-COF-CLA-1000-6,Bevzilla Coffee Powder Filter Classic Hazelnut 100.0 g,Bevzilla,Premium,Beverages,Coffee,Coffee Powder,Filter,Classic,Hazelnut,g,100.0,289,285.79,191.22,1.1,365,Ambient,18,False,Available,4.7,Regular
P001062,MIN-FAC-BRI-500-6,Minimalist Face Serum Gel Brightening Niacinamide 50.0 ml,Minimalist,Premium,Beauty & Personal Care,Skin Care,Face Serum,Gel,Brightening,Niacinamide,ml,50.0,669,614.48,422.19,8.1,730,Ambient,18,False,Available,4.7,Regular
P001063,MAM-DIA-PRE-730-1,MamyPoko Diapers Pant Style Premium Care 73.0 pack,MamyPoko,Popular,Baby Care,Baby Diapers & Wipes,Diapers,Pant Style,Premium Care,Not Applicable,pack,73.0,1769,1675.94,1091.37,5.3,1095,Ambient,12,False,Available,4.6,Regular
P001064,ITC-FRI-VEG-4000-3,ITC Master Chef Fries & Bites Cheese Balls Veg Classic 400.0 g,ITC Master Chef,Popular,Frozen Foods,Frozen Snacks,Fries & Bites,Cheese Balls,Veg,Classic,g,400.0,129,113.86,81.71,11.7,180,Frozen,18,True,Available,4.5,New Arrival
P001065,ABH-EGG-FRE-120,Abhi Eggs Table Eggs Free Range 12.0 pc,Abhi Eggs,Budget,"Dairy, Bread & Eggs",Eggs,Eggs,Table Eggs,Free Range,Not Applicable,pc,12.0,99,71.66,52.75,27.6,21,Refrigerated,0,True,Available,4.0,Regular
P001066,AAS-CHA-GLU-50-1,Aashirvaad Chakki Atta Wheat Gluten Free 5.0 kg,Aashirvaad,Premium,Staples & Grocery,Atta,Chakki Atta,Wheat,Gluten Free,Not Applicable,kg,5.0,239,224.69,165.46,6.0,90,Ambient,0,False,Low Stock,4.7,Regular
P001067,NES-COF-CLA-1000-6,Nescafé Coffee Powder Roast & Ground Classic Mocha 100.0 g,Nescafé,Popular,Beverages,Coffee,Coffee Powder,Roast & Ground,Classic,Mocha,g,100.0,209,202.98,132.92,2.9,365,Ambient,18,False,Available,4.3,Regular
P001068,PRI-CHI-FRI-900-4,Pringles Chips Nachos Fried Magic Masala 90.0 g,Pringles,Premium,Snacks,Munchies,Chips,Nachos,Fried,Magic Masala,g,90.0,45,41.67,27.39,7.4,180,Ambient,12,False,Available,4.6,Regular
P001069,BRU-COF-DEC-1000-3,Bru Coffee Powder Instant Decaf Original 100.0 g,Bru,Popular,Beverages,Coffee,Coffee Powder,Instant,Decaf,Original,g,100.0,225,191.91,141.36,14.7,365,Ambient,18,False,Available,4.4,Regular
P001070,LIZ-DET-TOP-10-3,Lizol Detergent Powder Top Load Lavender 1.0 kg,Lizol,Popular,Household Essentials,Cleaning Essentials,Detergent,Powder,Top Load,Lavender,kg,1.0,169,149.47,98.19,11.6,730,Ambient,18,False,Available,4.4,Regular
P001071,DUR-BAT-AAA-20-1,Duracell Batteries Rechargeable AAA 2.0 pack,Duracell,Premium,Household Essentials,Electronics,Batteries,Rechargeable,AAA,Not Applicable,pack,2.0,75,73.4,57.8,2.1,3650,Ambient,18,False,Available,4.9,Regular
P001072,BEV-COF-CLA-1000-7,Bevzilla Coffee Powder Filter Classic Vanilla 100.0 g,Bevzilla,Premium,Beverages,Coffee,Coffee Powder,Filter,Classic,Vanilla,g,100.0,209,176.87,126.83,15.4,365,Ambient,18,False,Available,4.6,Regular
P001073,ABH-EGG-WHI-60,Abhi Eggs Table Eggs White 6.0 pc,Abhi Eggs,Budget,"Dairy, Bread & Eggs",Eggs,Eggs,Table Eggs,White,Not Applicable,pc,6.0,59,58.1,44.01,1.5,21,Refrigerated,0,True,Available,4.1,Regular
P001074,LIC-CHI-ANT-2500-2,Licious Chicken Curry Cut Antibiotic Free 250.0 g,Licious,Premium,Meat & Fish,Chicken,Chicken,Curry Cut,Antibiotic Free,Not Applicable,g,250.0,115,99.67,69.05,13.3,3,Refrigerated,5,True,Available,4.6,Regular
P001075,UNB-TOM-REG-1500,Unbranded Tomato Hybrid Regular 1500 g,Unbranded,Budget,Fruits & Vegetables,Fresh Vegetables,Tomato,Hybrid,Regular,Not Applicable,g,1500.0,115,114.98,87.83,0.0,4,Ambient,0,True,Available,4.2,Regular
P001076,NIV-FAC-BRI-500-2,Nivea Face Serum Liquid Serum Brightening Salicylic Acid 50.0 ml,Nivea,Popular,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Brightening,Salicylic Acid,ml,50.0,749,553.75,341.57,26.1,730,Ambient,18,False,Available,4.4,Regular
P001077,BIN-CHI-BAK-900-4,Bingo Potato Chips Baked Magic Masala 90.0 g,Bingo,Budget,Snacks,Munchies,Chips,Potato Chips,Baked,Magic Masala,g,90.0,45,44.14,33.27,1.9,180,Ambient,12,False,Available,4.3,Regular
P001078,MAM-DIA-STA-730,MamyPoko Diapers Taped Standard 73.0 pack,MamyPoko,Popular,Baby Care,Baby Diapers & Wipes,Diapers,Taped,Standard,Not Applicable,pack,73.0,1169,948.64,617.69,18.8,1095,Ambient,12,False,Available,4.2,Regular
P001079,ENG-BRE-FRU-2000-1,English Oven Bread Loaf White Fruit 200.0 g,English Oven,Popular,"Dairy, Bread & Eggs",Bread,Bread Loaf,White,Fruit,Not Applicable,g,200.0,35,32.97,22.6,5.8,5,Ambient,0,False,Available,4.6,Regular
P001080,AAS-CHA-GLU-100-3,Aashirvaad Chakki Atta Multigrain Gluten Free 10.0 kg,Aashirvaad,Premium,Staples & Grocery,Atta,Chakki Atta,Multigrain,Gluten Free,Not Applicable,kg,10.0,645,443.28,331.45,31.3,90,Ambient,0,False,Available,4.8,Regular
P001081,THE-FAC-ANT-500-4,The Derma Co Face Serum Liquid Serum Anti-Acne Niacinamide 50.0 ml,The Derma Co,Premium,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Anti-Acne,Niacinamide,ml,50.0,849,790.92,544.52,6.8,730,Ambient,18,False,Available,4.7,Regular
P001082,GAR-FAC-BRI-500-4,Garnier Face Serum Gel Brightening Salicylic Acid 50.0 ml,Garnier,Budget,Beauty & Personal Care,Skin Care,Face Serum,Gel,Brightening,Salicylic Acid,ml,50.0,769,673.12,406.87,12.5,730,Ambient,18,False,Available,4.3,Regular
P001083,BEV-COF-GOL-500-4,Bevzilla Coffee Powder Instant Gold Vanilla 50.0 g,Bevzilla,Premium,Beverages,Coffee,Coffee Powder,Instant,Gold,Vanilla,g,50.0,105,96.04,76.42,8.5,365,Ambient,18,False,Available,4.8,Regular
P001084,UNB-CHI-WIT-10-1,Unbranded Chicken Mince With Skin 1.0 kg,Unbranded,Budget,Meat & Fish,Chicken,Chicken,Mince,With Skin,Not Applicable,kg,1.0,319,267.79,176.3,16.1,3,Refrigerated,5,True,Available,3.9,Regular
P001085,BRU-COF-DEC-1000-4,Bru Coffee Powder Roast & Ground Decaf Original 100.0 g,Bru,Popular,Beverages,Coffee,Coffee Powder,Roast & Ground,Decaf,Original,g,100.0,199,167.59,117.42,15.8,365,Ambient,18,False,Available,4.3,Regular
P001086,BIN-CHI-FRI-900-4,Bingo Chips Extruded Snacks Fried Classic Salted 90.0 g,Bingo,Budget,Snacks,Munchies,Chips,Extruded Snacks,Fried,Classic Salted,g,90.0,29,28.87,20.01,0.5,180,Ambient,12,False,Available,4.0,Regular
P001087,ARI-DET-FRO-10-3,Ariel Detergent Liquid Front Load Lavender 1.0 kg,Ariel,Premium,Household Essentials,Cleaning Essentials,Detergent,Liquid,Front Load,Lavender,kg,1.0,209,188.37,148.43,9.9,730,Ambient,18,False,Available,4.9,Regular
P001088,MAM-DIA-PRE-300-1,MamyPoko Diapers Pant Style Premium Care 30.0 pack,MamyPoko,Popular,Baby Care,Baby Diapers & Wipes,Diapers,Pant Style,Premium Care,Not Applicable,pack,30.0,525,494.4,363.86,5.8,1095,Ambient,12,False,Available,4.5,Regular
P001089,MAM-FAC-BRI-300-3,Mamaearth Face Serum Gel Brightening Salicylic Acid 30.0 ml,Mamaearth,Popular,Beauty & Personal Care,Skin Care,Face Serum,Gel,Brightening,Salicylic Acid,ml,30.0,599,507.16,265.08,15.3,730,Ambient,18,False,Available,4.4,Regular
P001090,KUR-CHI-BAK-900-1,Kurkure Potato Chips Baked Tomato 90.0 g,Kurkure,Popular,Snacks,Munchies,Chips,Potato Chips,Baked,Tomato,g,90.0,45,37.11,24.54,17.5,180,Ambient,12,False,Available,4.5,Regular
P001091,ITC-FRI-VEG-7500-4,ITC Master Chef Fries & Bites Nuggets Veg Spicy 750.0 g,ITC Master Chef,Popular,Frozen Foods,Frozen Snacks,Fries & Bites,Nuggets,Veg,Spicy,g,750.0,235,216.52,147.31,7.9,180,Frozen,18,True,Available,4.5,Regular
P001092,BEV-COF-CLA-1000-8,Bevzilla Coffee Powder Instant Classic Vanilla 100.0 g,Bevzilla,Premium,Beverages,Coffee,Coffee Powder,Instant,Classic,Vanilla,g,100.0,205,192.6,132.46,6.0,365,Ambient,18,False,Available,4.8,Regular
P001093,THE-FAC-BRI-500-5,The Derma Co Face Serum Gel Brightening Niacinamide 50.0 ml,The Derma Co,Premium,Beauty & Personal Care,Skin Care,Face Serum,Gel,Brightening,Niacinamide,ml,50.0,599,529.01,318.28,11.7,730,Ambient,18,False,Available,4.5,Regular
P001094,BRU-COF-DEC-500-7,Bru Coffee Powder Roast & Ground Decaf Vanilla 50.0 g,Bru,Popular,Beverages,Coffee,Coffee Powder,Roast & Ground,Decaf,Vanilla,g,50.0,135,115.86,85.44,14.2,365,Ambient,18,False,Available,4.3,Regular
P001095,MIN-FAC-ANT-500-2,Minimalist Face Serum Liquid Serum Anti-Acne Hyaluronic Acid 50.0 ml,Minimalist,Premium,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Anti-Acne,Hyaluronic Acid,ml,50.0,769,594.85,394.22,22.6,730,Ambient,18,False,Available,4.6,Regular
P001096,MAM-FAC-ANT-500-1,Mamaearth Face Serum Gel Anti-Acne Niacinamide 50.0 ml,Mamaearth,Popular,Beauty & Personal Care,Skin Care,Face Serum,Gel,Anti-Acne,Niacinamide,ml,50.0,795,775.02,525.43,2.5,730,Ambient,18,False,Available,4.4,Regular
P001097,LIC-CHI-SKI-2500-2,Licious Chicken Curry Cut Skinless 250.0 g,Licious,Premium,Meat & Fish,Chicken,Chicken,Curry Cut,Skinless,Not Applicable,g,250.0,95,73.14,50.28,23.0,3,Refrigerated,5,True,Available,4.8,Regular
P001098,DOL-PAI-FAS-500,Dolo Pain Reliever Ointment Fast Action 50.0 g,Dolo,Popular,Pharmacy,Pain Relief,Pain Reliever,Ointment,Fast Action,Not Applicable,g,50.0,159,103.76,74.63,34.7,730,Ambient,12,False,Available,4.4,Regular
P001099,UNB-CHI-SKI-10-1,Unbranded Chicken Boneless Skinless 1.0 kg,Unbranded,Budget,Meat & Fish,Chicken,Chicken,Boneless,Skinless,Not Applicable,kg,1.0,525,411.4,289.85,21.6,3,Refrigerated,5,True,Available,3.8,Regular
P001100,AAS-CHA-SEL-50,Aashirvaad Chakki Atta Maida Select 5.0 kg,Aashirvaad,Premium,Staples & Grocery,Atta,Chakki Atta,Maida,Select,Not Applicable,kg,5.0,225,223.6,176.72,0.6,90,Ambient,0,False,Available,4.5,Regular
P001101,BIN-CHI-BAK-900-5,Bingo Chips Extruded Snacks Baked Magic Masala 90.0 g,Bingo,Budget,Snacks,Munchies,Chips,Extruded Snacks,Baked,Magic Masala,g,90.0,35,32.4,22.22,7.4,180,Ambient,12,False,Discontinued,3.8,Regular
P001102,NAT-CHA-SHA-10-2,Nature Fresh Chakki Atta Besan Sharbati 1.0 kg,Nature Fresh,Popular,Staples & Grocery,Atta,Chakki Atta,Besan,Sharbati,Not Applicable,kg,1.0,55,49.62,34.74,9.8,90,Ambient,0,False,Available,4.5,Regular
P001103,BEV-COF-DEC-1000-5,Bevzilla Coffee Powder Instant Decaf Vanilla 100.0 g,Bevzilla,Premium,Beverages,Coffee,Coffee Powder,Instant,Decaf,Vanilla,g,100.0,159,149.37,101.76,6.1,365,Ambient,18,False,Available,4.7,Regular
P001104,NAT-CHA-SEL-10-1,Nature Fresh Chakki Atta Multigrain Select 1.0 kg,Nature Fresh,Popular,Staples & Grocery,Atta,Chakki Atta,Multigrain,Select,Not Applicable,kg,1.0,59,53.21,40.45,9.8,90,Ambient,0,False,Available,4.4,Regular
P001105,AAS-CHA-SHA-10-2,Aashirvaad Chakki Atta Multigrain Sharbati 1.0 kg,Aashirvaad,Premium,Staples & Grocery,Atta,Chakki Atta,Multigrain,Sharbati,Not Applicable,kg,1.0,69,57.93,43.42,16.0,90,Ambient,0,False,Available,4.8,Regular
P001106,THE-FAC-HYD-37,The Derma Co Face Serum Liquid Serum Hydrating Hyaluronic Acid 37 ml,The Derma Co,Premium,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Hydrating,Hyaluronic Acid,ml,37.0,669,581.01,378.87,13.2,730,Ambient,18,False,Available,4.6,Regular
P001107,JOC-BAS-LEA-10,Jockey Basic Wear Wallet Leather 1.0 pc,Jockey,Premium,Fashion & Lifestyle,Apparel & Accessories,Basic Wear,Wallet,Leather,Not Applicable,pc,1.0,519,435.4,284.62,16.1,3650,Ambient,12,False,Available,4.8,Regular
P001108,EVE-BAT-9V-40,Eveready Batteries Rechargeable 9V 4.0 pack,Eveready,Budget,Household Essentials,Electronics,Batteries,Rechargeable,9V,Not Applicable,pack,4.0,155,154.98,103.75,0.0,3650,Ambient,18,False,Available,4.0,Regular
P001109,NIV-FAC-BRI-500-3,Nivea Face Serum Gel Brightening Vitamin C 50.0 ml,Nivea,Popular,Beauty & Personal Care,Skin Care,Face Serum,Gel,Brightening,Vitamin C,ml,50.0,929,750.16,521.26,19.3,730,Ambient,18,False,Available,4.2,Regular
P001110,ZES-APP-WAX-20,Zespri Apple Washington Wax Free 2.0 kg,Zespri,Premium,Fruits & Vegetables,Fresh Fruits,Apple,Washington,Wax Free,Not Applicable,kg,2.0,509,459.35,355.93,9.8,5,Refrigerated,0,True,Available,4.6,Regular
P001111,BEN-COL-EXT-250,Benadryl Cold Relief Inhaler Extra Strong Ginger 25.0 g,Benadryl,Popular,Pharmacy,Cold & Flu,Cold Relief,Inhaler,Extra Strong,Ginger,g,25.0,59,49.05,35.29,16.9,730,Ambient,12,False,Available,4.4,Regular
P001112,NAT-CHA-GLU-30,Nature Fresh Chakki Atta Besan Gluten Free 3.0 kg,Nature Fresh,Popular,Staples & Grocery,Atta,Chakki Atta,Besan,Gluten Free,Not Applicable,kg,3.0,205,204.97,144.36,0.0,90,Ambient,0,False,Available,4.6,Regular
P001113,AMU-MIL-LAC-5000,Amul Buffalo Milk Lactose Free Plain 500.0 ml,Amul,Popular,"Dairy, Bread & Eggs",Milk,Milk,Buffalo Milk,Lactose Free,Plain,ml,500.0,29,20.44,13.67,29.5,2,Refrigerated,0,True,Available,4.6,Regular
P001114,AMU-FRI-CHI-7500-4,Amul Fries & Bites Nuggets Chicken Classic 750.0 g,Amul,Popular,Frozen Foods,Frozen Snacks,Fries & Bites,Nuggets,Chicken,Classic,g,750.0,339,282.12,215.81,16.8,180,Frozen,18,True,Available,4.4,Regular
P001115,PAM-DIA-PRE-320-1,Pampers Diapers Taped Premium Care 32.0 pack,Pampers,Premium,Baby Care,Baby Diapers & Wipes,Diapers,Taped,Premium Care,Not Applicable,pack,32.0,995,816.5,610.54,17.9,1095,Ambient,12,False,Available,4.9,Regular
P001116,MCC-FRI-VEG-4000-5,McCain Fries & Bites French Fries Veg Masala 400.0 g,McCain,Premium,Frozen Foods,Frozen Snacks,Fries & Bites,French Fries,Veg,Masala,g,400.0,215,183.26,128.51,14.8,180,Frozen,18,True,Available,4.8,Regular
P001117,BRU-COF-DEC-1000-5,Bru Coffee Powder Roast & Ground Decaf Vanilla 100.0 g,Bru,Popular,Beverages,Coffee,Coffee Powder,Roast & Ground,Decaf,Vanilla,g,100.0,169,157.3,111.51,6.9,365,Ambient,18,False,Available,4.5,Regular
P001118,PUM-BAS-POL-10-1,Puma Basic Wear Wallet Polyester 1.0 pc,Puma,Premium,Fashion & Lifestyle,Apparel & Accessories,Basic Wear,Wallet,Polyester,Not Applicable,pc,1.0,895,811.04,553.35,9.4,3650,Ambient,12,False,Available,4.8,Regular
P001119,NAT-CHA-SEL-20,Nature Fresh Chakki Atta Besan Select 2.0 kg,Nature Fresh,Popular,Staples & Grocery,Atta,Chakki Atta,Besan,Select,Not Applicable,kg,2.0,89,86.78,68.29,2.5,90,Ambient,0,False,Available,4.5,Regular
P001120,HAL-CHI-BAK-1500-6,Haldiram's Chips Extruded Snacks Baked Magic Masala 150.0 g,Haldiram's,Popular,Snacks,Munchies,Chips,Extruded Snacks,Baked,Magic Masala,g,150.0,119,107.18,78.24,9.9,180,Ambient,12,False,Available,4.6,Regular
P001121,MIN-FAC-BRI-500-7,Minimalist Face Serum Liquid Serum Brightening Vitamin C 50.0 ml,Minimalist,Premium,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Brightening,Vitamin C,ml,50.0,979,833.9,493.56,14.8,730,Ambient,18,False,Available,4.6,Regular
P001122,BRU-COF-DEC-500-8,Bru Coffee Powder Roast & Ground Decaf Mocha 50.0 g,Bru,Popular,Beverages,Coffee,Coffee Powder,Roast & Ground,Decaf,Mocha,g,50.0,89,80.35,55.84,9.7,365,Ambient,18,False,Low Stock,4.2,Regular
P001123,SUR-DET-TOP-10-4,Surf Excel Detergent Liquid Top Load Lemon 1.0 L,Surf Excel,Premium,Household Essentials,Cleaning Essentials,Detergent,Liquid,Top Load,Lemon,L,1.0,349,331.04,218.7,5.1,730,Ambient,18,False,Available,4.6,Regular
P001124,BEV-COF-DEC-1000-6,Bevzilla Coffee Powder Instant Decaf Hazelnut 100.0 g,Bevzilla,Premium,Beverages,Coffee,Coffee Powder,Instant,Decaf,Hazelnut,g,100.0,225,196.19,135.79,12.8,365,Ambient,18,False,Available,4.8,Regular
