Order_Detail_ID,Order_ID,Product_ID,Quantity,Selling_Price,Item_Discount,Final_Item_Price
OD00004559,ORD0001565,P001303,2,10.43,5.23,15.63
OD00004560,ORD0001565,P001117,1,157.3,39.41,117.89
OD00004561,ORD0001566,P002040,2,73.97,10.53,137.41
OD00004562,ORD0001566,P001006,4,73.59,20.96,273.40000000000003
OD00004563,ORD0001567,P000429,1,31.67,7.99,23.68
OD00004564,ORD0001567,P000723,1,349.55,88.24,261.31
OD00004565,ORD0001567,P001713,3,88.56,67.07,198.61
OD00004566,ORD0001568,P001715,1,309.43,23.3,286.13
OD00004567,ORD0001569,P000142,1,202.96,35.73,167.23000000000002
OD00004568,ORD0001569,P001341,3,93.05,49.15,230.0
OD00004569,ORD0001570,P001039,1,57.04,13.52,43.52
OD00004570,ORD0001570,P001896,1,257.78,61.08,196.7
OD00004571,ORD0001571,P001507,1,66.23,10.1,56.13
OD00004572,ORD0001571,P001469,1,24.39,3.72,20.67
OD00004573,ORD0001571,P002311,1,450.48,68.69,381.79
OD00004574,ORD0001571,P000360,1,160.25,24.44,135.81
OD00004575,ORD0001572,P001815,2,15.67,6.81,24.53
OD00004576,ORD0001572,P000965,1,154.18,33.52,120.66
OD00004577,ORD0001572,P001190,1,146.81,31.92,114.89
OD00004578,ORD0001572,P001217,4,121.07,105.29,378.99
OD00004579,ORD0001573,P001378,1,243.77,53.49,190.28
OD00004580,ORD0001573,P001895,1,102.57,22.5,80.07
OD00004581,ORD0001573,P001155,2,25.94,11.38,40.5
OD00004582,ORD0001574,P002306,1,116.06,12.3,103.76
OD00004583,ORD0001574,P001500,1,137.82,14.6,123.22
OD00004584,ORD0001575,P001048,1,203.97,63.49,140.48
OD00004585,ORD0001575,P000591,2,54.09,33.67,74.51
OD00004586,ORD0001576,P001067,2,202.98,11.68,394.28
OD00004587,ORD0001577,P001044,1,161.35,49.48,111.87
OD00004588,ORD0001577,P002052,1,108.94,33.4,75.53999999999999
OD00004589,ORD0001577,P000237,2,11.01,6.75,15.27
OD00004590,ORD0001578,P001792,1,26.18,7.54,18.64
OD00004591,ORD0001578,P001284,3,38.1,32.94,81.36000000000001
OD00004592,ORD0001579,P001865,4,53.35,50.34,163.06
OD00004593,ORD0001580,P000020,1,71.84,7.75,64.09
OD00004594,ORD0001580,P000408,2,227.81,49.17,406.45
OD00004595,ORD0001580,P000179,1,20.62,2.23,18.39
OD00004596,ORD0001580,P001070,1,149.47,16.13,133.34
OD00004597,ORD0001581,P000837,2,62.11,37.38,86.84
OD00004598,ORD0001581,P002136,2,55.3,33.27,77.32999999999998
OD00004599,ORD0001581,P000135,1,90.09,27.1,62.99
OD00004600,ORD0001581,P001090,1,37.11,11.16,25.95
OD00004601,ORD0001582,P001726,2,168.36,94.66,242.06000000000003
OD00004602,ORD0001582,P001384,1,355.7,99.99,255.71
OD00004603,ORD0001583,P002086,1,304.53,100.0,204.53
OD00004604,ORD0001583,P001364,1,150.16,49.31,100.85
OD00004605,ORD0001583,P001878,3,23.21,22.87,46.75999999999999
OD00004606,ORD0001583,P000521,1,55.59,18.26,37.33
OD00004607,ORD0001583,P000688,1,40.73,13.38,27.349999999999994
OD00004608,ORD0001583,P000249,1,35.26,11.58,23.68
OD00004609,ORD0001584,P000958,1,352.18,1.58,350.6
OD00004610,ORD0001585,P001112,1,204.97,9.39,195.58
OD00004611,ORD0001586,P001741,1,175.8,51.78,124.02
OD00004612,ORD0001586,P000284,1,96.63,28.46,68.16999999999999
OD00004613,ORD0001586,P000649,1,127.51,37.56,89.95
OD00004614,ORD0001587,P000199,1,28.28,2.75,25.53
OD00004615,ORD0001587,P002185,1,36.45,3.55,32.900000000000006
OD00004616,ORD0001587,P000096,1,133.26,12.98,120.28
OD00004617,ORD0001587,P002172,1,98.09,9.55,88.54
OD00004618,ORD0001588,P000041,2,273.11,74.16,472.06000000000006
OD00004619,ORD0001589,P001787,1,634.75,70.48,564.27
OD00004620,ORD0001590,P000796,1,271.18,88.28,182.9
OD00004621,ORD0001590,P001538,1,34.19,11.13,23.059999999999995
OD00004622,ORD0001590,P001085,1,167.59,54.55,113.04
OD00004623,ORD0001591,P002212,1,117.88,26.83,91.05
OD00004624,ORD0001591,P002082,1,117.58,26.77,90.81
OD00004625,ORD0001591,P001576,1,48.39,11.02,37.370000000000005
OD00004626,ORD0001591,P000489,1,26.4,6.01,20.39
OD00004627,ORD0001592,P001490,1,234.58,87.79,146.79000000000002
OD00004628,ORD0001592,P001153,2,95.26,71.3,119.22
OD00004629,ORD0001593,P001125,2,81.57,26.21,136.93
OD00004630,ORD0001593,P000208,3,36.35,17.53,91.52
OD00004631,ORD0001593,P000540,3,21.34,10.29,53.73
OD00004632,ORD0001593,P002047,1,12.61,2.03,10.58
OD00004633,ORD0001594,P000125,1,464.64,107.67,356.97
OD00004634,ORD0001595,P001900,2,186.85,145.44,228.26
OD00004635,ORD0001596,P002013,1,245.47,48.73,196.74
OD00004636,ORD0001596,P000796,2,271.18,107.67,434.69
OD00004637,ORD0001596,P001176,3,136.96,81.57,329.31
OD00004638,ORD0001597,P001294,1,10.03,0.24,9.79
OD00004639,ORD0001597,P002040,2,73.97,3.58,144.36
OD00004640,ORD0001597,P000765,1,82.95,2.01,80.94
OD00004641,ORD0001597,P000122,2,13.73,0.66,26.8
OD00004642,ORD0001597,P001908,1,36.25,0.88,35.37
OD00004643,ORD0001597,P001645,1,90.36,2.19,88.17
OD00004644,ORD0001597,P000909,2,41.22,2.0,80.44
OD00004645,ORD0001597,P001046,2,40.61,1.97,79.25
OD00004646,ORD0001597,P001709,2,10.37,0.5,20.24
OD00004647,ORD0001598,P001599,2,288.21,181.77,394.65
OD00004648,ORD0001598,P001330,1,112.02,35.33,76.69
OD00004649,ORD0001598,P002054,1,55.55,17.52,38.03
OD00004650,ORD0001599,P001445,1,53.4,6.04,47.36
OD00004651,ORD0001599,P001891,1,407.66,46.08,361.58
OD00004652,ORD0001600,P001318,1,294.15,42.85,251.3
OD00004653,ORD0001601,P002080,3,10.87,2.15,30.46
OD00004654,ORD0001601,P001054,1,301.78,19.88,281.9
OD00004655,ORD0001602,P000105,2,198.95,79.18,318.72
OD00004656,ORD0001602,P000417,2,217.17,86.43,347.91
OD00004657,ORD0001603,P000360,2,160.25,80.23,240.27
OD00004658,ORD0001604,P002154,1,93.75,32.11,61.64
OD00004659,ORD0001604,P000945,3,76.62,78.72,151.14
OD00004660,ORD0001604,P001605,1,608.45,208.38,400.0700000000001
OD00004661,ORD0001605,P002168,3,56.66,10.29,159.69
OD00004662,ORD0001605,P001852,5,32.47,9.83,152.51999999999998
OD00004663,ORD0001606,P001599,1,288.21,76.19,212.02
OD00004664,ORD0001606,P002113,1,162.02,42.83,119.19
OD00004665,ORD0001606,P002160,2,75.66,40.01,111.31
OD00004666,ORD0001606,P001013,2,60.68,32.09,89.27
OD00004667,ORD0001606,P000080,2,48.45,25.62,71.28
OD00004668,ORD0001606,P000927,3,26.92,21.35,59.41
OD00004669,ORD0001606,P000620,4,17.31,18.31,50.92999999999999
OD00004670,ORD0001606,P000042,2,14.78,7.82,21.74
OD00004671,ORD0001606,P001897,2,13.85,7.32,20.38
OD00004672,ORD0001606,P000351,2,12.41,6.56,18.26
OD00004673,ORD0001606,P000798,1,12.58,3.33,9.25
OD00004674,ORD0001606,P000681,1,10.09,2.67,7.42
OD00004675,ORD0001607,P001866,4,15.5,8.55,53.45
OD00004676,ORD0001607,P001244,4,28.47,15.71,98.17
OD00004677,ORD0001607,P000074,1,170.35,23.5,146.85
OD00004678,ORD0001608,P000746,1,256.75,97.05,159.7
OD00004679,ORD0001608,P001381,2,78.93,59.68,98.18
OD00004680,ORD0001608,P000581,2,64.38,48.68,80.07999999999998
OD00004681,ORD0001608,P000817,1,38.77,14.66,24.110000000000003
OD00004682,ORD0001608,P001931,1,26.27,9.93,16.34
OD00004683,ORD0001608,P002173,1,18.12,6.85,11.27
OD00004684,ORD0001609,P000819,1,287.49,67.61,219.88
OD00004685,ORD0001609,P001359,3,71.6,50.52,164.27999999999997
OD00004686,ORD0001610,P001465,1,118.28,13.25,105.03
OD00004687,ORD0001610,P000226,1,41.66,4.67,36.99
OD00004688,ORD0001611,P000911,1,47.39,10.81,36.58
OD00004689,ORD0001611,P001296,1,25.15,5.74,19.41
OD00004690,ORD0001611,P001047,2,83.43,38.06,128.8
OD00004691,ORD0001612,P002025,1,123.57,5.8,117.77
OD00004692,ORD0001612,P000534,1,61.01,2.87,58.14
OD00004693,ORD0001612,P001539,1,27.42,1.29,26.130000000000003
OD00004694,ORD0001613,P001855,1,172.01,26.82,145.19
OD00004695,ORD0001614,P002145,2,14.21,2.01,26.410000000000004
OD00004696,ORD0001614,P000161,4,22.03,6.22,81.9
OD00004697,ORD0001614,P000315,5,29.62,10.46,137.64
OD00004698,ORD0001614,P002069,2,61.9,8.75,115.05
OD00004699,ORD0001615,P000391,1,316.44,73.14,243.3
OD00004700,ORD0001615,P000177,3,157.31,109.09,362.84
OD00004701,ORD0001616,P000222,1,110.35,33.39,76.96
OD00004702,ORD0001616,P000748,5,10.6,16.03,36.97
OD00004703,ORD0001617,P001884,2,112.93,65.47,160.39
OD00004704,ORD0001617,P002137,2,113.15,65.6,160.70000000000002
OD00004705,ORD0001617,P001002,2,213.01,123.49,302.53
OD00004706,ORD0001618,P000187,1,744.46,256.85,487.61
OD00004707,ORD0001619,P000491,3,91.39,65.47,208.7
OD00004708,ORD0001620,P000876,2,77.57,61.95,93.18999999999998
OD00004709,ORD0001620,P001799,1,9.41,3.76,5.65
OD00004710,ORD0001620,P001472,2,96.79,77.3,116.28000000000002
OD00004711,ORD0001621,P001175,1,299.09,20.25,278.84
OD00004712,ORD0001621,P000537,2,15.63,2.12,29.14
OD00004713,ORD0001622,P001576,1,48.39,9.77,38.620000000000005
OD00004714,ORD0001622,P000798,1,12.58,2.54,10.04
OD00004715,ORD0001622,P001386,2,56.57,22.85,90.29
OD00004716,ORD0001622,P000508,1,112.43,22.7,89.73
OD00004717,ORD0001623,P000398,1,31.28,2.81,28.47
OD00004718,ORD0001623,P001205,1,373.4,33.53,339.87
OD00004719,ORD0001623,P000229,3,34.48,9.29,94.15
OD00004720,ORD0001624,P001058,1,184.92,22.14,162.78
OD00004721,ORD0001624,P001756,1,150.43,18.02,132.41
OD00004722,ORD0001624,P001208,1,13.74,1.65,12.09
OD00004723,ORD0001625,P000206,2,223.59,142.1,305.08000000000004
OD00004724,ORD0001626,P001167,1,25.09,0.88,24.21
OD00004725,ORD0001626,P001227,1,33.39,1.18,32.21
OD00004726,ORD0001626,P001092,1,192.6,6.78,185.82
OD00004727,ORD0001626,P001634,1,79.9,2.81,77.09
OD00004728,ORD0001626,P001930,1,26.89,0.95,25.94
OD00004729,ORD0001627,P000896,1,253.86,11.25,242.61
OD00004730,ORD0001627,P000268,3,16.51,2.2,47.33
OD00004731,ORD0001627,P000983,2,32.85,2.91,62.790000000000006
OD00004732,ORD0001628,P000574,2,111.89,0.66,223.12
OD00004733,ORD0001628,P000875,1,54.34,0.16,54.18000000000001
OD00004734,ORD0001629,P001368,2,96.76,72.72,120.8
OD00004735,ORD0001629,P001241,3,41.38,46.64,77.50000000000001
OD00004736,ORD0001629,P000655,1,91.51,34.38,57.13
OD00004737,ORD0001630,P001428,1,848.43,42.17,806.26
OD00004738,ORD0001631,P000902,1,128.97,2.69,126.28
OD00004739,ORD0001631,P000815,2,172.54,7.2,337.88
OD00004740,ORD0001631,P000024,2,216.85,9.04,424.66
OD00004741,ORD0001632,P001674,1,50.34,7.76,42.580000000000005
OD00004742,ORD0001632,P001469,1,24.39,3.76,20.630000000000003
OD00004743,ORD0001632,P002022,1,420.32,64.78,355.54
OD00004744,ORD0001633,P000157,3,119.5,142.97,215.53
OD00004745,ORD0001634,P001684,3,101.8,66.9,238.5
OD00004746,ORD0001634,P001987,2,112.95,49.49,176.41
OD00004747,ORD0001635,P000797,5,142.8,236.19,477.81
OD00004748,ORD0001635,P000451,1,225.83,74.7,151.13
OD00004749,ORD0001635,P000109,2,57.96,38.35,77.57
OD00004750,ORD0001635,P000121,1,106.27,35.16,71.11
OD00004751,ORD0001635,P001471,2,43.22,28.6,57.84
OD00004752,ORD0001635,P000935,3,19.5,19.35,39.15
OD00004753,ORD0001635,P001805,1,51.53,17.05,34.480000000000004
OD00004754,ORD0001636,P000445,1,103.95,21.02,82.93
OD00004755,ORD0001636,P000687,2,120.74,48.84,192.64
OD00004756,ORD0001636,P001395,2,165.77,67.06,264.48
OD00004757,ORD0001637,P001938,1,227.11,88.33,138.78000000000003
OD00004758,ORD0001637,P001665,2,89.24,69.41,109.07
OD00004759,ORD0001638,P001599,1,288.21,11.76,276.45
OD00004760,ORD0001638,P001693,1,88.15,3.6,84.55000000000001
OD00004761,ORD0001638,P001953,1,56.75,2.32,54.43
OD00004762,ORD0001639,P000621,4,44.99,15.62,164.34
OD00004763,ORD0001640,P002076,1,202.45,6.99,195.46
OD00004764,ORD0001640,P001996,3,16.16,1.68,46.8
OD00004765,ORD0001640,P002170,1,27.74,0.96,26.78
OD00004766,ORD0001640,P001436,1,23.88,0.83,23.05
OD00004767,ORD0001641,P000939,2,37.85,8.56,67.14
OD00004768,ORD0001641,P001317,1,205.22,23.2,182.02
OD00004769,ORD0001642,P000672,2,173.06,85.17,260.95
OD00004770,ORD0001642,P001337,1,56.03,13.79,42.24
OD00004771,ORD0001642,P000434,1,47.9,11.79,36.11
OD00004772,ORD0001642,P000302,2,10.64,5.24,16.04
OD00004773,ORD0001643,P001388,1,491.11,132.05,359.06
OD00004774,ORD0001643,P002011,1,273.08,73.43,199.65
OD00004775,ORD0001644,P001110,1,459.35,10.05,449.3
OD00004776,ORD0001644,P001471,3,43.22,2.83,126.83
OD00004777,ORD0001644,P002313,2,64.37,2.81,125.93
OD00004778,ORD0001645,P000455,1,62.06,8.16,53.900000000000006
OD00004779,ORD0001645,P002200,2,174.65,45.93,303.37
OD00004780,ORD0001645,P002233,1,98.53,12.95,85.58
OD00004781,ORD0001645,P002219,2,76.93,20.23,133.63000000000002
OD00004782,ORD0001646,P002038,2,181.16,96.98,265.34
OD00004783,ORD0001646,P002076,2,202.45,108.37,296.53
OD00004784,ORD0001647,P000087,3,105.5,63.92,252.58
OD00004785,ORD0001647,P000769,1,240.99,48.68,192.31
OD00004786,ORD0001647,P002245,3,59.05,35.78,141.36999999999998
OD00004787,ORD0001647,P000486,1,60.44,12.21,48.23
OD00004788,ORD0001648,P000886,2,467.43,225.77,709.09
OD00004789,ORD0001649,P001116,1,183.26,16.09,167.17
OD00004790,ORD0001650,P000077,2,83.89,34.83,132.95
OD00004791,ORD0001651,P000386,1,56.52,22.35,34.17
OD00004792,ORD0001651,P000752,1,34.14,13.5,20.64
OD00004793,ORD0001651,P000489,1,26.4,10.44,15.96
OD00004794,ORD0001651,P000097,1,54.28,21.47,32.81
OD00004795,ORD0001651,P000933,1,78.76,31.15,47.61000000000001
OD00004796,ORD0001651,P000346,1,28.74,11.37,17.369999999999997
OD00004797,ORD0001651,P000274,3,80.85,95.93,146.61999999999998
OD00004798,ORD0001652,P000864,2,188.84,2.28,375.4
OD00004799,ORD0001652,P001068,1,41.67,0.25,41.42
OD00004800,ORD0001653,P000836,5,62.14,68.38,242.32
OD00004801,ORD0001654,P001251,1,160.22,56.79,103.43
OD00004802,ORD0001654,P001644,1,29.68,10.52,19.16
OD00004803,ORD0001654,P000565,2,74.47,52.79,96.15
OD00004804,ORD0001654,P001213,2,98.41,69.76,127.06
OD00004805,ORD0001655,P002232,1,24.25,4.78,19.47
OD00004806,ORD0001655,P001469,1,24.39,4.8,19.59
OD00004807,ORD0001655,P000348,1,29.35,5.78,23.57
OD00004808,ORD0001655,P002054,1,55.55,10.94,44.61
OD00004809,ORD0001656,P002193,2,79.05,13.18,144.92
OD00004810,ORD0001656,P001465,1,118.28,9.86,108.42
OD00004811,ORD0001656,P001324,1,50.65,4.22,46.43
OD00004812,ORD0001656,P000485,1,115.32,9.61,105.71
OD00004813,ORD0001657,P002307,2,96.24,51.6,140.88
OD00004814,ORD0001657,P001187,5,17.66,23.68,64.62
OD00004815,ORD0001657,P000257,2,35.24,18.9,51.580000000000005
OD00004816,ORD0001658,P000438,3,93.07,4.56,274.65
OD00004817,ORD0001659,P001268,1,23.96,0.62,23.34
OD00004818,ORD0001659,P001871,1,26.17,0.68,25.49
OD00004819,ORD0001659,P001585,1,43.17,1.12,42.05
OD00004820,ORD0001659,P001813,1,40.8,1.06,39.74
OD00004821,ORD0001659,P000516,1,112.73,2.93,109.8
OD00004822,ORD0001659,P000933,1,78.76,2.05,76.71000000000001
OD00004823,ORD0001660,P002227,1,45.58,1.64,43.94
OD00004824,ORD0001660,P000742,1,134.0,4.82,129.18
OD00004825,ORD0001661,P001734,2,86.98,3.69,170.27
OD00004826,ORD0001661,P001321,3,124.39,7.9,365.27
OD00004827,ORD0001662,P001000,1,336.28,120.46,215.82
OD00004828,ORD0001662,P000068,1,218.79,78.38,140.41
OD00004829,ORD0001663,P001713,2,88.56,0.31,176.81
OD00004830,ORD0001663,P001758,1,85.06,0.15,84.91
OD00004831,ORD0001664,P001993,3,74.25,8.69,214.06
OD00004832,ORD0001664,P001550,1,36.92,1.44,35.480000000000004
OD00004833,ORD0001665,P001446,1,71.41,12.64,58.77
OD00004834,ORD0001665,P002271,2,9.82,3.48,16.16
OD00004835,ORD0001665,P000409,1,256.92,45.47,211.45
OD00004836,ORD0001666,P000717,2,204.46,155.61,253.31
OD00004837,ORD0001667,P000508,2,112.43,58.55,166.31
OD00004838,ORD0001668,P000069,1,169.13,44.81,124.32
OD00004839,ORD0001668,P001750,1,26.75,7.09,19.66
OD00004840,ORD0001668,P002284,1,145.93,38.66,107.27
OD00004841,ORD0001668,P000665,1,57.5,15.23,42.27
OD00004842,ORD0001668,P002230,1,60.22,15.96,44.26
OD00004843,ORD0001668,P000189,1,864.39,229.02,635.37
OD00004844,ORD0001669,P001582,1,266.31,44.76,221.55
OD00004845,ORD0001669,P001356,3,19.9,10.03,49.67
OD00004846,ORD0001669,P000942,1,32.92,5.53,27.39
OD00004847,ORD0001670,P000329,1,190.35,31.01,159.34
OD00004848,ORD0001671,P001341,2,93.05,42.91,143.19
OD00004849,ORD0001671,P001915,1,419.1,96.64,322.46000000000004
OD00004850,ORD0001672,P000247,1,406.56,104.73,301.83
OD00004851,ORD0001672,P001066,2,224.69,115.75,333.63
OD00004852,ORD0001673,P000964,4,11.6,5.91,40.49
OD00004853,ORD0001673,P002305,1,59.46,7.58,51.88
OD00004854,ORD0001673,P001321,1,124.39,15.85,108.54
OD00004855,ORD0001673,P001852,1,32.47,4.14,28.33
OD00004856,ORD0001673,P001117,1,157.3,20.04,137.26000000000002
OD00004857,ORD0001673,P000418,2,174.49,44.46,304.52000000000004
OD00004858,ORD0001674,P001009,4,161.64,203.02,443.54
OD00004859,ORD0001675,P001378,1,243.77,59.33,184.44
OD00004860,ORD0001676,P002245,2,59.05,34.16,83.94
OD00004861,ORD0001676,P001041,2,239.37,138.47,340.27
OD00004862,ORD0001677,P001980,4,119.71,3.94,474.9
OD00004863,ORD0001677,P000038,2,177.4,2.93,351.87
OD00004864,ORD0001677,P001265,4,55.04,1.82,218.34
OD00004865,ORD0001677,P000091,1,106.61,0.88,105.73
OD00004866,ORD0001677,P001790,1,36.35,0.3,36.05
OD00004867,ORD0001677,P000275,1,32.72,0.27,32.45
OD00004868,ORD0001677,P000199,1,28.28,0.23,28.05
OD00004869,ORD0001677,P001750,1,26.75,0.22,26.53
OD00004870,ORD0001677,P002173,1,18.12,0.15,17.970000000000002
OD00004871,ORD0001678,P001453,1,225.88,38.04,187.84
OD00004872,ORD0001678,P001856,1,57.5,9.68,47.82
OD00004873,ORD0001679,P002182,1,71.08,3.41,67.67
OD00004874,ORD0001679,P002080,3,10.87,1.56,31.05
OD00004875,ORD0001679,P001068,2,41.67,4.0,79.34
OD00004876,ORD0001679,P000055,2,213.28,20.45,406.11
OD00004877,ORD0001680,P001784,1,49.36,4.32,45.04
OD00004878,ORD0001680,P000488,1,166.19,14.54,151.65
OD00004879,ORD0001680,P001864,5,34.94,15.28,159.42
OD00004880,ORD0001680,P001452,1,94.02,8.23,85.78999999999999
OD00004881,ORD0001681,P000634,1,594.12,63.36,530.76
OD00004882,ORD0001682,P000436,1,353.11,33.23,319.88
OD00004883,ORD0001683,P001225,1,425.61,84.28,341.33000000000004
OD00004884,ORD0001684,P001176,1,136.96,1.5,135.46
OD00004885,ORD0001684,P000386,1,56.52,0.62,55.900000000000006
OD00004886,ORD0001685,P001794,2,146.5,7.22,285.78
OD00004887,ORD0001686,P000306,2,144.25,51.01,237.49
OD00004888,ORD0001687,P000573,1,117.69,25.74,91.95
OD00004889,ORD0001687,P002133,2,130.47,57.06,203.88
OD00004890,ORD0001688,P000654,1,293.47,68.99,224.48
OD00004891,ORD0001688,P002092,1,191.1,44.92,146.18
OD00004892,ORD0001689,P000266,3,117.86,106.42,247.16
OD00004893,ORD0001689,P001670,1,511.22,153.86,357.36
OD00004894,ORD0001690,P001719,2,37.8,25.33,50.27
OD00004895,ORD0001690,P000354,1,369.74,123.87,245.87
OD00004896,ORD0001690,P001831,1,272.27,91.21,181.06
OD00004897,ORD0001691,P001089,1,507.16,22.63,484.53
OD00004898,ORD0001692,P000447,1,143.06,6.46,136.6
OD00004899,ORD0001692,P000503,1,25.84,1.17,24.67
OD00004900,ORD0001693,P001031,1,635.18,218.96,416.2199999999999
OD00004901,ORD0001694,P000052,2,600.28,478.28,722.28
OD00004902,ORD0001695,P000829,1,80.11,0.62,79.49
OD00004903,ORD0001695,P002151,1,41.99,0.33,41.66
OD00004904,ORD0001695,P000750,1,265.76,2.07,263.69
OD00004905,ORD0001696,P002091,1,90.75,25.06,65.69
OD00004906,ORD0001696,P000558,2,92.47,51.07,133.87
OD00004907,ORD0001697,P002075,1,855.3,211.68,643.6199999999999
OD00004908,ORD0001698,P000724,1,31.8,0.79,31.01
OD00004909,ORD0001698,P001960,1,25.15,0.63,24.52
OD00004910,ORD0001698,P001087,1,188.37,4.68,183.69
OD00004911,ORD0001699,P001440,2,143.19,66.38,220.0
OD00004912,ORD0001699,P001719,3,37.8,26.29,87.10999999999999
OD00004913,ORD0001700,P002002,1,105.55,5.99,99.56
OD00004914,ORD0001700,P000805,3,22.55,3.84,63.81
OD00004915,ORD0001700,P001679,1,10.6,0.6,10.0
OD00004916,ORD0001701,P001054,1,301.78,29.25,272.53
OD00004917,ORD0001701,P001872,4,71.81,27.83,259.41
OD00004918,ORD0001701,P002060,2,17.89,3.47,32.31
OD00004919,ORD0001701,P000557,1,16.55,1.6,14.95
OD00004920,ORD0001702,P001597,4,40.7,1.96,160.84
OD00004921,ORD0001702,P000165,1,204.93,2.46,202.47
OD00004922,ORD0001703,P001840,1,72.79,10.86,61.93000000000001
OD00004923,ORD0001703,P001265,2,55.04,16.43,93.65
OD00004924,ORD0001703,P001996,4,16.16,9.65,54.99
OD00004925,ORD0001703,P000346,1,28.74,4.29,24.45
OD00004926,ORD0001703,P002290,1,27.67,4.13,23.540000000000003
OD00004927,ORD0001703,P002155,2,39.19,11.7,66.67999999999999
OD00004928,ORD0001703,P000752,1,34.14,5.1,29.04
OD00004929,ORD0001703,P002046,2,105.02,31.35,178.69
OD00004930,ORD0001704,P000687,4,120.74,3.41,479.55
OD00004931,ORD0001704,P002170,1,27.74,0.2,27.54
OD00004932,ORD0001704,P000397,1,25.56,0.18,25.38
OD00004933,ORD0001704,P000980,1,22.11,0.16,21.95
OD00004934,ORD0001705,P001542,1,162.43,35.85,126.58
OD00004935,ORD0001705,P000216,2,71.05,31.37,110.73
OD00004936,ORD0001705,P000030,2,58.55,25.85,91.25
OD00004937,ORD0001705,P001245,1,67.57,14.92,52.64999999999999
OD00004938,ORD0001706,P001547,1,41.35,12.33,29.020000000000003
OD00004939,ORD0001706,P001227,1,33.39,9.96,23.43
OD00004940,ORD0001706,P000160,1,79.22,23.63,55.59
OD00004941,ORD0001706,P000844,1,118.51,35.35,83.16
OD00004942,ORD0001707,P001312,2,106.48,46.91,166.05
OD00004943,ORD0001708,P000205,1,40.84,6.66,34.18000000000001
OD00004944,ORD0001708,P000853,2,108.95,35.51,182.39
OD00004945,ORD0001708,P000134,1,59.46,9.69,49.77
OD00004946,ORD0001708,P001065,1,71.66,11.68,59.98
OD00004947,ORD0001708,P001858,2,104.96,34.21,175.70999999999998
OD00004948,ORD0001709,P000624,1,271.96,11.34,260.62
OD00004949,ORD0001710,P000716,2,23.57,18.46,28.68
OD00004950,ORD0001710,P001229,1,24.83,9.72,15.109999999999998
OD00004951,ORD0001710,P001331,1,189.56,74.24,115.32
OD00004952,ORD0001711,P001405,2,113.4,6.89,219.91000000000005
OD00004953,ORD0001711,P000120,1,10.21,0.31,9.9
OD00004954,ORD0001711,P001434,5,156.54,23.77,758.93
OD00004955,ORD0001712,P000291,4,99.03,120.74,275.38
OD00004956,ORD0001712,P001750,1,26.75,8.15,18.6
OD00004957,ORD0001712,P000957,1,284.87,86.83,198.04
OD00004958,ORD0001713,P001990,1,47.11,0.63,46.48
OD00004959,ORD0001713,P000782,1,232.59,3.09,229.5
OD00004960,ORD0001714,P001048,1,203.97,11.5,192.47
OD00004961,ORD0001714,P001688,1,91.28,5.15,86.13
OD00004962,ORD0001715,P000438,3,93.07,72.18,207.03
OD00004963,ORD0001715,P000897,1,89.11,23.04,66.07
OD00004964,ORD0001715,P001550,1,36.92,9.54,27.380000000000003
OD00004965,ORD0001715,P001585,1,43.17,11.16,32.010000000000005
OD00004966,ORD0001715,P001847,2,112.69,58.27,167.11
OD00004967,ORD0001716,P001005,2,98.67,28.64,168.7
OD00004968,ORD0001716,P001479,2,82.15,23.84,140.46
OD00004969,ORD0001716,P000182,2,161.47,46.86,276.08
OD00004970,ORD0001717,P002186,3,274.4,244.81,578.3899999999999
OD00004971,ORD0001718,P001567,2,130.56,61.65,199.47
OD00004972,ORD0001718,P000359,2,108.86,51.41,166.31
OD00004973,ORD0001718,P000220,1,53.49,12.63,40.86
OD00004974,ORD0001718,P000960,1,51.53,12.17,39.36
OD00004975,ORD0001718,P002126,1,34.09,8.05,26.040000000000003
OD00004976,ORD0001718,P002055,1,26.6,6.28,20.32
OD00004977,ORD0001718,P002232,1,24.25,5.73,18.52
OD00004978,ORD0001719,P001087,1,188.37,59.64,128.73000000000002
OD00004979,ORD0001719,P000844,1,118.51,37.52,80.99000000000001
OD00004980,ORD0001720,P001680,3,102.83,41.34,267.15
OD00004981,ORD0001720,P000166,1,180.89,24.25,156.64
OD00004982,ORD0001720,P000591,2,54.09,14.5,93.68
OD00004983,ORD0001720,P000332,2,31.95,8.57,55.33
OD00004984,ORD0001720,P002060,2,17.89,4.8,30.98
OD00004985,ORD0001721,P002076,1,202.45,14.76,187.69
OD00004986,ORD0001721,P001329,1,132.44,9.67,122.77
OD00004987,ORD0001721,P001863,3,35.85,7.85,99.70000000000002
OD00004988,ORD0001721,P001366,1,71.19,5.2,65.99
OD00004989,ORD0001721,P000469,1,70.95,5.18,65.77000000000001
OD00004990,ORD0001721,P001187,4,17.66,5.16,65.48
OD00004991,ORD0001721,P002071,2,13.93,2.03,25.83
OD00004992,ORD0001722,P001051,1,260.81,32.33,228.48
OD00004993,ORD0001723,P000027,1,113.01,26.76,86.25
OD00004994,ORD0001723,P000339,1,32.37,7.67,24.7
OD00004995,ORD0001723,P000521,1,55.59,13.16,42.43000000000001
OD00004996,ORD0001723,P000036,1,151.09,35.78,115.31
OD00004997,ORD0001724,P001169,1,26.41,9.76,16.65
OD00004998,ORD0001724,P001886,1,307.74,113.78,193.96
